epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,1837.28,1.17307,0.96541,1.12912,0.63192,0.57191,0.44946,0.30916,1.37276,1.07381,1.273,0.000580101,0.000580101,0.000580101
48,1876.94,1.14744,0.91217,1.16359,0.79958,0.52271,0.53623,0.34128,1.35111,1.04267,1.26011,0.000574603,0.000574603,0.000574603
49,1915.42,1.15948,0.89842,1.10943,0.86975,0.36358,0.53313,0.35664,1.4226,1.08872,1.32125,0.000569106,0.000569106,0.000569106
50,1954.64,1.17557,0.93541,1.13203,0.58794,0.56315,0.40947,0.29169,1.38113,1.09048,1.28591,0.000563608,0.000563608,0.000563608
51,1993.93,1.16582,0.8951,1.15007,0.61904,0.6115,0.42561,0.296,1.3892,1.06206,1.27863,0.00055811,0.00055811,0.00055811
52,2032.68,1.15267,0.86338,1.15549,0.88309,0.39543,0.49045,0.33489,1.36173,1.04745,1.26391,0.000552612,0.000552612,0.000552612
53,2072.58,1.10533,0.85465,1.11385,0.762,0.45598,0.4918,0.33697,1.39422,1.04409,1.29687,0.000547114,0.000547114,0.000547114
54,2111.65,1.10964,0.84321,1.13102,0.73605,0.43286,0.47632,0.30527,1.34615,1.07532,1.2594,0.000541617,0.000541617,0.000541617
55,2151.17,1.13516,0.8566,1.12539,0.61348,0.3185,0.37165,0.25012,1.42372,1.31894,1.29955,0.000536119,0.000536119,0.000536119
56,2190,1.15257,0.88584,1.10557,0.70047,0.49962,0.4183,0.29499,1.38103,1.05735,1.30513,0.000530621,0.000530621,0.000530621
57,2229.18,1.14409,0.90946,1.12789,0.83026,0.38385,0.51203,0.33773,1.39507,1.05029,1.30277,0.000525123,0.000525123,0.000525123
58,2268.1,1.09197,0.84124,1.09405,0.85119,0.41358,0.51915,0.34826,1.38638,1.04755,1.28612,0.000519625,0.000519625,0.000519625
59,2306.84,1.08524,0.84028,1.10389,0.80647,0.43927,0.49396,0.33496,1.3377,1.04722,1.25378,0.000514128,0.000514128,0.000514128
60,2345.67,1.14241,0.89537,1.13337,0.77167,0.4662,0.49033,0.35141,1.33263,0.98017,1.2491,0.00050863,0.00050863,0.00050863
61,2384.64,1.12886,0.84213,1.12638,0.75624,0.44288,0.51538,0.37049,1.38355,1.01296,1.29331,0.000503132,0.000503132,0.000503132
62,2424.17,1.11167,0.82943,1.12244,0.58684,0.59344,0.39922,0.28505,1.43902,1.19209,1.29362,0.000497634,0.000497634,0.000497634
63,2463.7,1.16654,0.82474,1.1164,0.7401,0.52253,0.51439,0.35077,1.43655,1.17168,1.28857,0.000492136,0.000492136,0.000492136
64,2503.44,1.13659,0.82932,1.10205,0.75796,0.49993,0.52472,0.34988,1.34311,1.01659,1.2744,0.000486639,0.000486639,0.000486639
65,2542.93,1.0793,0.81643,1.08647,0.73557,0.52777,0.53405,0.38397,1.3676,1.06618,1.25897,0.000481141,0.000481141,0.000481141
66,2582.13,1.11284,0.79419,1.10933,0.79524,0.53403,0.54419,0.36819,1.36661,1.00926,1.27361,0.000475643,0.000475643,0.000475643
67,2620.79,1.05575,0.77042,1.09989,0.78093,0.53799,0.54577,0.3592,1.38788,1.00129,1.30127,0.000470145,0.000470145,0.000470145
68,2659.53,1.08435,0.84096,1.09,0.7737,0.46036,0.51839,0.31274,1.37042,1.02723,1.27091,0.000464647,0.000464647,0.000464647
69,2698.76,1.08875,0.82695,1.10211,0.88529,0.47358,0.55197,0.34161,1.37868,1.01568,1.2703,0.00045915,0.00045915,0.00045915
70,2737.5,1.05108,0.81709,1.08183,0.79122,0.48363,0.52981,0.34962,1.42283,1.02795,1.31421,0.000453652,0.000453652,0.000453652
71,2776.16,1.1181,0.86167,1.08372,0.79274,0.39584,0.51179,0.31622,1.40196,1.09497,1.2819,0.000448154,0.000448154,0.000448154
72,2815,1.04447,0.77812,1.07218,0.76007,0.50884,0.54008,0.38358,1.36676,1.00956,1.28491,0.000442656,0.000442656,0.000442656
73,2854.61,1.00991,0.742,1.05758,0.788,0.5227,0.53152,0.40142,1.34886,1.03557,1.26949,0.000437158,0.000437158,0.000437158
74,2894.74,1.01239,0.72628,1.08115,0.79875,0.48067,0.4831,0.34604,1.38352,1.105,1.29016,0.000431661,0.000431661,0.000431661
75,2933.28,1.06627,0.7806,1.10284,0.80475,0.42323,0.49386,0.35462,1.40476,1.07062,1.29341,0.000426163,0.000426163,0.000426163
76,2972.39,1.0082,0.72168,1.06184,0.82552,0.40775,0.51081,0.36513,1.3743,1.09826,1.30831,0.000420665,0.000420665,0.000420665
77,3011.33,1.02295,0.74558,1.07653,0.78471,0.42734,0.48801,0.3523,1.36489,1.01742,1.27729,0.000415167,0.000415167,0.000415167
78,3049.53,1.01964,0.72447,1.08614,0.78199,0.49834,0.49953,0.35497,1.45873,1.12027,1.30073,0.000409669,0.000409669,0.000409669
79,3088.06,1.0299,0.72422,1.04628,0.76063,0.51371,0.50543,0.32808,1.40388,1.00451,1.33141,0.000404172,0.000404172,0.000404172
80,3126.86,1.03253,0.73525,1.08161,0.59419,0.51521,0.50321,0.37854,1.35712,1.01959,1.30699,0.000398674,0.000398674,0.000398674
81,3165.64,1.02444,0.72501,1.05162,0.81798,0.49226,0.53613,0.37213,1.35483,1.04951,1.29571,0.000393176,0.000393176,0.000393176
82,3204.13,0.98848,0.73606,1.0518,0.73502,0.57794,0.51706,0.3747,1.31188,1.01366,1.25552,0.000387678,0.000387678,0.000387678
83,3242.68,0.96703,0.75238,1.03634,0.80641,0.51043,0.48285,0.35851,1.32246,1.04094,1.25049,0.00038218,0.00038218,0.00038218
84,3281.31,0.99284,0.71241,1.05783,0.70552,0.5396,0.41563,0.2755,1.36755,1.12034,1.29074,0.000376683,0.000376683,0.000376683
85,3320.42,0.95656,0.71137,1.04422,0.74128,0.42998,0.42742,0.3152,1.363,1.0478,1.29213,0.000371185,0.000371185,0.000371185
86,3358.92,0.963,0.68517,1.0505,0.77594,0.51318,0.519,0.39248,1.37992,1.06406,1.30749,0.000365687,0.000365687,0.000365687
87,3398.09,0.97489,0.65752,1.03309,0.75129,0.50353,0.52769,0.39794,1.37269,1.06045,1.32982,0.000360189,0.000360189,0.000360189
88,3436.57,0.95922,0.70226,1.03735,0.76369,0.46918,0.54823,0.39639,1.37402,1.0836,1.31004,0.000354691,0.000354691,0.000354691
89,3475.34,0.96177,0.68205,1.03801,0.82875,0.39847,0.51671,0.37647,1.39948,1.06735,1.30106,0.000349194,0.000349194,0.000349194
90,3514.14,0.97861,0.70709,1.07162,0.78429,0.45061,0.5511,0.3763,1.3766,1.00548,1.28126,0.000343696,0.000343696,0.000343696
91,3553.57,1.02071,0.69642,1.0783,0.76022,0.43709,0.60399,0.43452,1.36407,1.01675,1.28599,0.000338198,0.000338198,0.000338198
92,3593.36,0.97138,0.69805,1.04586,0.74314,0.47684,0.65161,0.42008,1.3997,1.03791,1.2888,0.0003327,0.0003327,0.0003327
93,3632.36,0.9932,0.68622,1.05471,0.80446,0.40516,0.53047,0.37327,1.38603,1.03916,1.307,0.000327202,0.000327202,0.000327202
94,3671.11,0.95838,0.65568,1.0184,0.71226,0.49858,0.57466,0.41783,1.39346,1.00652,1.33386,0.000321705,0.000321705,0.000321705
95,3709.88,0.9772,0.67362,1.04529,0.79191,0.44217,0.61422,0.46132,1.34889,0.97578,1.30302,0.000316207,0.000316207,0.000316207
96,3750.28,0.96808,0.68196,1.04753,0.52283,0.54803,0.4734,0.31837,1.42386,1.05043,1.30861,0.000310709,0.000310709,0.000310709
97,3789.11,0.95837,0.7016,1.06181,0.82106,0.42667,0.51187,0.3555,1.39224,0.99501,1.30362,0.000305211,0.000305211,0.000305211
98,3828.05,0.98038,0.70663,1.04662,0.78281,0.45198,0.55427,0.40564,1.3352,1.04252,1.27534,0.000299713,0.000299713,0.000299713
99,3866.94,0.99695,0.72693,1.05054,0.751,0.50455,0.56424,0.42769,1.31804,1.02757,1.25462,0.000294216,0.000294216,0.000294216
100,3906.06,0.93136,0.66528,1.04047,0.76417,0.52129,0.67561,0.49949,1.40733,1.0354,1.30586,0.000288718,0.000288718,0.000288718
101,3946.27,0.90194,0.63687,1.03657,0.79399,0.52256,0.56128,0.43015,1.36666,1.02564,1.27466,0.00028322,0.00028322,0.00028322
102,3984.98,0.94199,0.68257,1.0275,0.83755,0.46793,0.55203,0.41682,1.32893,1.00534,1.26484,0.000277722,0.000277722,0.000277722
103,4024.08,0.90081,0.61628,1.00878,0.81628,0.4567,0.54531,0.40719,1.32989,0.96709,1.26024,0.000272224,0.000272224,0.000272224
104,4062.58,0.95547,0.62583,1.03283,0.83127,0.45246,0.57184,0.39141,1.3436,1.00414,1.25382,0.000266727,0.000266727,0.000266727
105,4100.93,0.90251,0.60247,1.0251,0.78114,0.48553,0.53254,0.35575,1.33338,1.06305,1.27661,0.000261229,0.000261229,0.000261229
106,4139.67,0.89458,0.60193,1.00141,0.34174,0.54451,0.44615,0.31429,1.3586,1.10953,1.28565,0.000255731,0.000255731,0.000255731
107,4177.31,0.89718,0.59596,0.99595,0.74042,0.53966,0.56474,0.37864,1.37443,1.04645,1.28395,0.000250233,0.000250233,0.000250233
108,4216.37,0.87068,0.57424,1.00235,0.75777,0.52727,0.52786,0.35322,1.36311,1.02399,1.28506,0.000244735,0.000244735,0.000244735
109,4255.64,0.86343,0.57996,1.0071,0.74697,0.54787,0.47974,0.33012,1.40455,1.02276,1.32209,0.000239238,0.000239238,0.000239238
110,4294.74,0.9006,0.64237,1.0145,0.77267,0.46253,0.47872,0.3454,1.38961,1.04502,1.29933,0.00023374,0.00023374,0.00023374
111,4333.65,0.88013,0.60285,1.01205,0.86785,0.44873,0.57793,0.40028,1.35555,1.02082,1.28843,0.000228242,0.000228242,0.000228242
112,4372.71,0.87908,0.60993,1.0087,0.7849,0.52874,0.54929,0.37862,1.36796,1.02813,1.29339,0.000222744,0.000222744,0.000222744
113,4412.62,0.89154,0.58975,0.98941,0.82726,0.54883,0.60342,0.43314,1.36004,0.98996,1.30196,0.000217246,0.000217246,0.000217246
114,4451.54,0.84733,0.55982,0.97186,0.83643,0.51942,0.58308,0.39792,1.34585,0.97763,1.28979,0.000211749,0.000211749,0.000211749
115,4490.45,0.89211,0.62727,1.01808,0.87177,0.45417,0.62442,0.44672,1.33423,1.02148,1.27362,0.000206251,0.000206251,0.000206251
116,4529.24,0.89179,0.60483,1.02488,0.87936,0.47305,0.59835,0.41838,1.35784,1.01478,1.28508,0.000200753,0.000200753,0.000200753
117,4568.35,0.85673,0.5577,0.98239,0.39849,0.73017,0.6338,0.43789,1.33824,0.97773,1.25349,0.000195255,0.000195255,0.000195255
118,4607.42,0.83245,0.57078,0.98859,0.87248,0.50007,0.71699,0.47796,1.36403,1.01593,1.2636,0.000189757,0.000189757,0.000189757
119,4646.12,0.85512,0.59142,0.98694,0.84689,0.45649,0.67246,0.4541,1.36645,1.0544,1.29645,0.00018426,0.00018426,0.00018426
120,4684.8,0.85662,0.59236,0.99516,0.77254,0.54453,0.56501,0.36883,1.38676,0.99,1.30734,0.000178762,0.000178762,0.000178762
121,4723.49,0.85323,0.57182,1.00308,0.84699,0.4729,0.54299,0.3964,1.3701,1.05813,1.29085,0.000173264,0.000173264,0.000173264
122,4762.66,0.84273,0.54891,0.98153,0.86825,0.47751,0.5722,0.40607,1.37221,1.02342,1.28335,0.000167766,0.000167766,0.000167766
123,4802.2,0.82193,0.55726,0.97925,0.84466,0.52314,0.5837,0.39476,1.37852,1.0209,1.28671,0.000162268,0.000162268,0.000162268
124,4840.89,0.80099,0.53778,0.98239,0.79861,0.52289,0.5814,0.39081,1.36514,1.01428,1.2953,0.000156771,0.000156771,0.000156771
125,4880.04,0.79855,0.55374,0.97774,0.79951,0.50985,0.61128,0.39506,1.36057,1.01399,1.30561,0.000151273,0.000151273,0.000151273
126,4918.58,0.80406,0.52857,0.97457,0.8509,0.49341,0.62363,0.45342,1.3532,1.03578,1.30085,0.000145775,0.000145775,0.000145775
127,4957.11,0.78143,0.52329,0.95388,0.86752,0.47489,0.6159,0.44626,1.37146,1.05652,1.30815,0.000140277,0.000140277,0.000140277
128,4995.69,0.82882,0.54422,0.98841,0.8617,0.49493,0.59322,0.43085,1.36813,1.01297,1.29596,0.000134779,0.000134779,0.000134779
129,5034.55,0.82137,0.55456,0.96555,0.80634,0.51919,0.60796,0.43467,1.36091,1.03091,1.28323,0.000129282,0.000129282,0.000129282
130,5073.59,0.81314,0.554,0.96164,0.86668,0.46868,0.59329,0.43535,1.35823,1.03283,1.28776,0.000123784,0.000123784,0.000123784
